"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0024","What is the minimum time separation between a LIGHT or MEDIUM category aircraft taking off after HEAVY if they both use the same runway?","2 minutes","3 minutes","5 minutes","4 minutes","2 minutes","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0025","What is the minimum time separation between a LIGHT or MEDIUM category aircraft taking off after HEAVY if they use crossing runways?","2 minutes","3 minutes","1 minutes","4 minutes","2 minutes","Merged"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0026","What is the minimum time separation between a LIGHT category aircraft taking off after MEDIUM if they use crossing runways?","No other answer is correct","3 minutes","4 minutes","5 minutes","No other answer is correct","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0027","What is the minimum separation between a LIGHT aircraft landing after a HEAVY aircraft's missed approach to an opposite-direction parallel runway, separated by less than 760 m?","2 minutes","5 minutes","3 minutes","1 minute","2 minutes","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0028","What is the minimum separation between a LIGHT aircraft taking off after a MEDIUM, if the departure of the lighter aircraft is performed from an intermediate part of the same runway?","3 minutes","1 minute","2 minutes","5 minutes","3 minutes","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0029","With regard to wake turbulence, what is the minimum radar separation between a HEAVY aircraft following another HEAVY aircraft for landing?","4 NM","6 NM","5 NM","No other answer is correct","4 NM","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0030","With regard to wake turbulence, what is the minimum radar separation between a MEDIUM aircraft following a HEAVY aircraft for landing?","5 NM","4 NM","6 NM","3 NM","5 NM","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0031","With regard to wake turbulence, what is the minimum radar separation between a LIGHT aircraft following a MEDIUM aircraft for landing?","5 NM","4 NM","3 NM","6 NM","5 NM","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0032","With regard to wake turbulence, what is the minimum radar separation between a LIGHT aircraft following a HEAVY aircraft for landing?","6 NM","11 NM","1 NM","16 NM","6 NM","Merged"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0033","With regard to wake turbulence, what is the minimum radar separation between a HEAVY aircraft following a LIGHT aircraft for landing?","No other answer is correct","6 NM","5 NM","4 NM","No other answer is correct","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0034","What is the minimum time separation between a HEAVY category aircraft taking off after SUPER if they both use the same runway?","2 minutes","1 minute","3 minutes","4 minutes","2 minutes","Merged"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0035","What is the minimum time separation between a LIGHT category aircraft taking off after MEDIUM if they both use the same runway?","2 minutes","5 minutes","3 minutes","4 minutes","2 minutes","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0036","With regard to wake turbulence, what is the minimum radar separation between a MEDIUM aircraft following a SUPER aircraft for landing?","7 NM","6 NM","8 NM","5 NM","7 NM","Merged"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0037","With regard to wake turbulence, what is the minimum radar separation between a HEAVY aircraft following a SUPER aircraft for landing?","6 NM","8 NM","5 NM","7 NM","6 NM","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0038","What is the transition altitude?","The altitude at which 1013.2 hPa has to be set during a climb for the vertical position to be then reported as flight levels","The altitude below which the vertical position of an aircraft is determined with reference to QFE","The altitude below which the vertical position of an aircraft is determined with reference to 1013.2 hPa","The altitude above which the vertical position of an aircraft is determined with reference to the local QNH","The altitude at which 1013.2 hPa has to be set during a climb for the vertical position to be then reported as flight levels","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0039","What is the transition layer?","This was the correct answer
The portion of airspace between the transition altitude and the transition level","The distance between the transition altitude and the transition level","The portion of airspace below the transition level","The portion of airspace above the transition altitude","This was the correct answer
The portion of airspace between the transition altitude and the transition level","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0040","What is the standard pressure value?","1013.2 hPa","1015 hPa","1013.2 hPa","1031.2 hPa","1013.2 hPa","PDF"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0041","Which statement is true regarding the transition level?","Transition level is the lowest flight level available for use above the transition altitude","Transition level is calculated and declared for an approach by the Pilot-in-Command","Transition level is published for each aerodrome in the ENR section of the AIP","Transition level is the highest available flight level below the transition altitude that has been established","Transition level is the lowest flight level available for use above the transition altitude","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0042","When should the transition from altitude to flight level take place?","At transition altitude during climb","At transition level during climb","At transition altitude during descent","At transition level during descent","At transition altitude during climb","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0043","How should the vertical position of the aircraft be expressed during flight through the transition layer?","The vertical position of the aircraft should be expressed as altitude above mean sea level during descent","The vertical position of the aircraft should be expressed as altitude above mean sea level during climb","The vertical position of the aircraft should be expressed as altitude above mean sea level during descent","The vertical position of the aircraft should be expressed as a flight level during descent","The vertical position of the aircraft should be expressed as altitude above mean sea level during descent","PDF"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0044","If the aerodrome meteorological station measures a sea-level pressure value of 1021.55, what is the QNH value that will be passed to an approaching aircraft?","1021","1022","1013","No other answer is correct","1021","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0045","Which statement is true concerning the transition level?","Transition level is established on the basis of forecast MSL pressure and QNH reports","The value of the transition level is fixed for a particular FIR and is published in the AIP","The crew is expected to check the current transition level of the destination aerodrome in the NOTAM list before commencing a flight","No other answer is correct","Transition level is established on the basis of forecast MSL pressure and QNH reports","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0046","How can the transition level be passed to an aircraft in flight? Select the most complete answer.","All answers are correct","Via voice communication","Via ATIS","Via data link","All answers are correct","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0047","What are the basic elements of a position report? Select the most complete answer.","Aircraft identification, present position, time, altitude, next point and time over","Aircraft identification, frequency, present position, next significant waypoint","No other answer is correct","Aircraft identification, present position, time, heading","Aircraft identification, present position, time, altitude, next point and time over","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0048","What pressure should be set on an altimeter for the device to indicate altitude?","QNH","STD","QFE","QNE","QNH","Evionica"
"Air Traffic Services & Air Traffic Management – Part 2","010.07 Part 2 Q0049","Which phenomenon should trigger a special air report when encountered in flight?","Severe turbulence","Light icing","Heavy fog","Virga","Severe turbulence","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0001","Who is responsible for collision avoidance regarding a VFR flight in class D airspace?","Pilot in command","The air traffic controller","The air operator","The pilot in command","Pilot in command","Merged"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0002","What types of aircraft separation can be distinguished? Select the most complete answer.","Vertical, lateral, and longitudinal","Longitudinal and lateral","Vertical, longitudinal, and wake","Vertical and longitudinal","Vertical, lateral, and longitudinal","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0003","How is composite separation defined?","Combination of both vertical and horizontal separation, using no less than half of each criterion","Combination of both vertical and lateral separation, using the greater of the two criteria","Combination of both vertical and lateral separation, using no less than half of each criterion","Combination of both vertical and horizontal separation, using the greater of the two criteria","Combination of both vertical and horizontal separation, using no less than half of each criterion","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0004","Generally, what is the minimum value of vertical separation between aircraft flying above FL290, outside of specifically designated portions of airspace, where a reduced separation value applies?","2,000 ft","1,000 ft","4,000 ft","No other answer is correct","2,000 ft","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0005","Concerning the values of the minimum vertical separation, what is the difference between the general airspace and the portions of airspace with reduced vertical separation?","Generally, the vertical separation above FL290 is equal to 2,000 ft; in designated portions of airspace this value is reduced to 1,000 ft up to FL410","Generally, the vertical separation above FL410 is equal to 2,000 ft; in designated portions of airspace this value is reduced to 1,000 ft above FL410","Generally, the vertical separation up to FL290 is equal to 2,000 ft; in designated portions of airspace this value is reduced to 1,000 ft","No other answer is correct","Generally, the vertical separation above FL290 is equal to 2,000 ft; in designated portions of airspace this value is reduced to 1,000 ft up to FL410","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0006","When can a descending aircraft be cleared to descend to a particular flight level?","Only when another aircraft has reported vacating it","At the waypoint indicated in item 18 of the filed ATS flight plan","At any time when the crew requests it","When the crew reports that they have the opposing traffic occupying this flight level in sight","Only when another aircraft has reported vacating it","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0007","In which situation a clearance to climb or descend to a particular flight level cannot be issued? Select the most complete answer.","All answers are correct","When severe turbulence was reported at that flight level","When a higher performance aircraft is going to cross that level during a cruise climb","When it may result in breaching the vertical separation minimum","All answers are correct","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0008","When is a flight level considered vacated?","When the SSR Mode C reports a change of altitude of at least 300 ft in the expected direction","When the SSR Mode C reports a change of altitude of at least 50 ft in the expected direction","As soon as climb or descent is commenced","When the crew reads back the newly cleared flight level","When the SSR Mode C reports a change of altitude of at least 300 ft in the expected direction","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0009","What are the values of the lateral separation criteria based on a VOR?","15° track divergence and one aircraft at least 15 NM from the navaid","30° track divergence and one aircraft at least 15 NM from the navaid","5° track divergence and one aircraft at least 5 NM from the navaid","15° track divergence and one aircraft at least 5 NM from the navaid","15° track divergence and one aircraft at least 15 NM from the navaid","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0010","What are the values of the lateral separation criteria based on an NDB?","30° track divergence and one aircraft at least 15 NM from the navaid","15° track divergence and one aircraft at least 15 NM from the navaid","5° track divergence and one aircraft at least 5 NM from the navaid","15° track divergence and one aircraft at least 5 NM from the navaid","30° track divergence and one aircraft at least 15 NM from the navaid","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0011","What are the values of the lateral separation criteria based on dead reckoning?","45° track divergence and one aircraft at least 15 NM from the navaid","15° track divergence and one aircraft at least 15 NM from the navaid","30° track divergence and one aircraft at least 15 NM from the navaid","30° track divergence and one aircraft at least 30 NM from the navaid","45° track divergence and one aircraft at least 15 NM from the navaid","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0012","What are the values of the lateral separation criteria based on GNSS?","Track divergence of 15° to 135° and one aircraft at least 15 NM (up to FL190) or 23 NM (at or above FL200) from a common waypoint","Track divergence of 10° to 100° and one aircraft at least 15 NM (up to FL190) or 23 NM (at or above FL200) from a common waypoint","Track divergence of 10° to 100° and one aircraft at least 20 NM from a common waypoint","Track divergence of 15° to 135° and one aircraft at least 45 NM from a common waypoint","Track divergence of 15° to 135° and one aircraft at least 15 NM (up to FL190) or 23 NM (at or above FL200) from a common waypoint","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0013","What are the values of the lateral separation criteria when the navigation of one aircraft is GNSS-based, and of the other – VOR-based?","Track divergence of 15° to 135°, one aircraft established on a VOR radial, and one aircraft at least 15 NM (up to FL190) or 23 NM (at or above FL200) from a common waypoint","Track divergence of 15° to 135° and both aircraft established on VOR radials","Track divergence of 10° to 100° and one aircraft at least 20 NM from a common waypoint","Track divergence of 15° to 135° and one aircraft at least 45 NM from a common waypoint","Track divergence of 15° to 135°, one aircraft established on a VOR radial, and one aircraft at least 15 NM (up to FL190) or 23 NM (at or above FL200) from a common waypoint","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0014","What may be required from an aircraft to maintain longitudinal separation? Select the most complete answer.","All answers are correct","Departure at a specified time","Arrival over a geographic location at a specified time","Holding over a geographic location until a specified time","All answers are correct","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0015","What are reciprocal tracks?","Opposite-direction intersecting tracks with an angular difference greater than 135° and smaller than 225°","Crossing tracks","Same direction tracks or intersecting tracks with an angular difference smaller than 315° and greater than 225°","Same direction tracks or intersecting tracks with an angular difference smaller than 45° and greater than 315°","Opposite-direction intersecting tracks with an angular difference greater than 135° and smaller than 225°","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0016","What is the value of the basic time-based longitudinal separation for aircraft on the same track and level?","15 min","30 min","5 min","10 min","15 min","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0017","What is the value of the time-based longitudinal separation for aircraft on the same track and level if navigation aids allow for frequent determination of speed and position?","10 min","15 min","5 min","30 min","10 min","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0018","Which statement is true concerning two aircraft that departed from the same aerodrome or reported over the same reporting point?","If the preceding aircraft is at least 20 kts faster than the following one, the separation between them can be reduced to 5 min","If the preceding aircraft is at least 40 kts faster than the following one, the separation between them can be reduced to 5 min","If the preceding aircraft is at least 20 kts slower than the following one, the separation between them can be reduced to 3 min","If the following aircraft is at least 40 kts faster than the preceding one, the separation between them can be reduced to 5 min","If the preceding aircraft is at least 20 kts faster than the following one, the separation between them can be reduced to 5 min","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0019","When can the separation between two aircraft that departed from the same aerodrome and are flying on the same track be reduced to 3 min?","When the preceding aircraft is at least 40 kts faster than the following one","When the following aircraft is at least 40 kts faster than the preceding one","When the preceding aircraft is at least 40 km/h faster than the following one","When the following aircraft is at least 20 kts faster than the preceding one","When the preceding aircraft is at least 40 kts faster than the following one","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0020","Which statement is true concerning two aircraft flying on crossing tracks? Select the most complete answer.","The separation of two aircraft flying on crossing tracks is equal to 15 min, but it can be reduced to 10 min when the presence of navigation aids allows for frequent determination of position and speed","The separation of two aircraft flying on crossing tracks is equal to 15 min only when the presence of navigation aids allows for frequent determination of position and speed","The separation of two aircraft flying on crossing tracks is equal to 10 min","The separation of two aircraft flying on crossing tracks is equal to 10 min, but it can be reduced to 3 min when the presence of navigation aids allows for frequent determination of position and speed","The separation of two aircraft flying on crossing tracks is equal to 15 min, but it can be reduced to 10 min when the presence of navigation aids allows for frequent determination of position and speed","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0021","Which statement is true concerning two aircraft flying on the same tracks when one of them will pass the level of the other during climb or descent?","The minimum longitudinal separation between these two aircraft is 15 minutes, and there is no vertical separation minimum","The minimum longitudinal separation between these two aircraft is 5 minutes, and the vertical separation minimum is equal to 1,000 ft","The minimum longitudinal separation between these two aircraft is 25 minutes, and there is no vertical separation minimum","There is no minimum longitudinal separation between these two aircraft, but the vertical separation minimum is equal to 2,000 ft","The minimum longitudinal separation between these two aircraft is 15 minutes, and there is no vertical separation minimum","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0022","What is the value of the time-based separation between two aircraft flying on the same tracks when one of them will pass the level of the other during climb or descent, if navigation aids allow for frequent determination of speed and position?","10 min","15 min","5 min","30 min","10 min","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0023","What is the value of the time-based separation between two aircraft flying on crossing tracks when one of them will pass the level of the other during climb or descent?","The minimum longitudinal separation between these two aircraft is 15 minutes, and there is no vertical separation minimum","The minimum longitudinal separation between these two aircraft is 5 minutes, and the vertical separation minimum is equal to 1,000 ft","The minimum longitudinal separation between these two aircraft is 25 minutes, and there is no vertical separation minimum","There is no minimum longitudinal separation between these two aircraft, but the vertical separation minimum is equal to 2,000 ft","The minimum longitudinal separation between these two aircraft is 15 minutes, and there is no vertical separation minimum","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0024","Which statement is true concerning two aircraft flying on reciprocal tracks?","If no lateral separation is provided, the vertical separation between them has to be maintained for at least 10 minutes before, and 10 minutes after they pass each other","If no lateral separation is provided, the vertical separation of 1,000 ft has to be maintained for at least 10 minutes","Lateral separation of 2 NM is required, and vertical separation of 1,000 ft has to be maintained for at least 5 minutes before, and 5 minutes after they pass each other","If no lateral separation is provided, the vertical separation between them has to be maintained for at least 10 minutes before, and 10 minutes after they pass each other","If no lateral separation is provided, the vertical separation between them has to be maintained for at least 10 minutes before, and 10 minutes after they pass each other","PDF"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0025","What is the value of the longitudinal separation for two aircraft which are on the same track and level and are using DME or GNSS?","At least 10 NM","At least 15 min","At least 20 NM","At least 20 min","At least 20 NM","PDF"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0026","When can the longitudinal separation between two aircraft on the same track and level, using DME or GNSS, be reduced to 10 NM?","When the TAS of the preceding aircraft is at least 20 kts higher than the TAS of the following one","When the TAS of the preceding aircraft is at least 40 km/h higher than the TAS of the following one","When the TAS of the preceding aircraft is at least 20 km/h higher than the TAS of the following one","When the TAS of the preceding aircraft is at least 40 kts higher than the TAS of the following one","When the TAS of the preceding aircraft is at least 20 kts higher than the TAS of the following one","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0027","Which statement is true concerning the DME- or GNSS-based separation of two aircraft flying on the same tracks when one of them will pass the level of the other during climb or descent?","The minimum longitudinal separation between these two aircraft is equal to 10 NM, provided that there is no vertical separation","The minimum longitudinal separation between these two aircraft is equal to 5 NM, and the vertical separation minimum is equal to 1,000 ft","The minimum longitudinal separation between these two aircraft is equal to 25 NM, and there is no vertical separation minimum","There is no minimum longitudinal separation between these two aircraft, but the vertical separation minimum is equal to 2,000 ft","The minimum longitudinal separation between these two aircraft is equal to 10 NM, provided that there is no vertical separation","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0028","Which statement is true concerning two aircraft utilising DME- or GNSS-based separation flying on reciprocal tracks?","The vertical separation between them has to be maintained for at least 10 NM after they pass each other","Vertical separation of minimum 2,000 ft should be provided at all times","Lateral separation of 2 NM is required, and vertical separation of 1,000 ft has to be maintained for at least 5 NM after they pass each other","If there is no lateral separation provided, vertical separation of 1,000 ft has to be maintained for at least 15 NM","The vertical separation between them has to be maintained for at least 10 NM after they pass each other","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0029","Regarding the Mach Number Technique, when can the separation value of 10 minutes be reduced by 1 minute?","When the Mach number of the preceding aircraft is greater than that of the following one by at least 0.02 Ma","When the Mach number of the preceding aircraft is greater than that of the following one by at least 0.2 Ma","When the Mach number of the preceding aircraft is greater than that of the following one by at least 0.01 Ma","When the Mach number of the preceding aircraft is greater than that of the following one by at least 0.1 Ma","When the Mach number of the preceding aircraft is greater than that of the following one by at least 0.02 Ma","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0030","What is the value of the longitudinal separation between two climbing or descending aircraft using RNAV when there is no vertical separation provided?","80 NM, if both aircraft report their distance from a common point at least every 60 minutes","50 NM, if both aircraft report their distance from a common point at least every 24 minutes","50 NM, if both aircraft report their distance from a common point at least every 60 minutes","80 NM, if both aircraft report their distance from a common point at least every 24 minutes","80 NM, if both aircraft report their distance from a common point at least every 60 minutes","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0031","What is the minimum value of RNAV longitudinal separation regarding the areas where the RNP 10 navigation specification is in use?","50 NM, if the distance verification is provided at least every 24 minutes","50 NM, if the distance verification is provided at least every 60 minutes","80 NM, if the distance verification is provided at least every 60 minutes","80 NM, if the distance verification is provided at least every 24 minutes","50 NM, if the distance verification is provided at least every 24 minutes","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0032","What is the standard value of horizontal radar separation?","5 NM","10 NM","8 NM","2 NM","5 NM","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0033","What is the value of horizontal radar separation between two aircraft on the same final approach track, when within 10 NM of the threshold?","2.5 NM","5 NM","3 NM","4 NM","2.5 NM","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0034","You are about to depart from an aerodrome with a runway direction of 21/03. The wind direction reported in the ATIS is 270/08 kt. The ATC suggests a departure from runway 03 due to an unidentified aircraft crossing the extended centreline at 1,000 ft south of the runway. Your preferred runway direction is 21. What should you do?","Wait until the take-off from runway 21 is possible","Request immediate departure from runway 21 maintaining visual separation from the unidentified traffic","Comply with the ATC suggestion and prepare for a tailwind take-off from runway 03","Cancel your flight plan","Wait until the take-off from runway 21 is possible","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0035","When can the ATC clear an IFR flight to perform a visual approach?","All answers are correct","When the ceiling is at or above the level of the beginning of the initial approach segment","When the crew is able to maintain visual reference to the terrain","When the crew reports that the meteorological conditions allow for completing a visual approach at the level of the beginning of the initial approach segment or at any time during the instrument approach procedure","All answers are correct","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0036","Which statement is true concerning the separation during a visual approach?","The ATC should always provide separation between aircraft performing a visual approach and other arriving and departing aircraft","The aircraft performing a visual approach is treated as a VFR flight, and in class D airspace only traffic information concerning other VFR and IFR flights is provided","The PIC of an aircraft performing a visual approach is always responsible for the separation between their aircraft and any other arriving or departing aircraft","The aircraft performing a visual approach is only separated from IFR flights; no separation from VFR flights is provided","The ATC should always provide separation between aircraft performing a visual approach and other arriving and departing aircraft","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0037","How are the holding levels assigned if more than one aircraft is holding over the same fix?","The first aircraft to arrive over a holding fix is cleared to hold at the lowest level","The first aircraft to arrive over a holding fix is allowed to choose a preferred holding level","The holding levels are assigned randomly for all flights, irrespective of the time of arrival over the holding fix","The first aircraft to arrive over a holding fix is cleared to hold at the highest level","The first aircraft to arrive over a holding fix is cleared to hold at the lowest level","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0038","Which of the aircraft listed below will be granted approach priority?","A search-and-rescue aircraft","An aircraft at the lowest level over a holding fix","An aircraft at the highest level over a holding fix","An aircraft entering the long final","A search-and-rescue aircraft","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0039","What is Expected Approach Time (EAT)?","The time at which the ATC expects that an arriving aircraft, following a delay, will leave the holding area to continue the approach","The time at which ATC expects that an arriving aircraft, following a delay, will leave its cruising level to commence the approach","The time at which the PIC expects that they will be able to leave the holding fix to commence the approach","The time at which ATC expects that an arriving aircraft, following a delay, will pass the FAF/FAP to continue the approach","The time at which the ATC expects that an arriving aircraft, following a delay, will leave the holding area to continue the approach","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0040","When will a revised Expected Approach Time (EAT) be transmitted to an aircraft?","When it differs from the previously transmitted EAT by 5 minutes or more","When it differs from the previously transmitted EAT by 30 minutes or more","When it differs from the previously transmitted EAT by 10 minutes or more","When it differs from the previously transmitted EAT by 3 minutes or more","When it differs from the previously transmitted EAT by 5 minutes or more","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0041","An Expected Approach Time (EAT) has to be transmitted to an aircraft by the most expeditious means when it is expected that it will have to hold _____.","for 30 minutes or more","for 15 minutes or more","for 10 minutes or more","for 20 minutes or more","for 30 minutes or more","PDF"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0042","You are about to depart from an aerodrome with two runways: 21/03 and 28/10. The wind direction reported in the ATIS is 270/08 kt. The ATC informs you that runway 28 is in use. Your preferred runway direction is 21. What should you do?","Request permission to use your preferred runway","Comply with the ATC information and prepare for take-off from runway 28","Wait until the runway 21 is in use","Cancel your flight plan","Request permission to use your preferred runway","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0043","Which statement is true concerning a situation in which an arriving aircraft is performing a complete approach procedure and has not yet started the procedure turn or base turn?","The departures can still be performed in any direction","The departures can still be performed in the same direction as the approach","The departures cannot be performed until the arriving aircraft intercepts the final approach track","The departures can still be performed, but only in the direction reciprocal to the approach","The departures can still be performed in any direction","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0044","Which statement is true concerning a situation in which an arriving aircraft is performing a complete approach procedure and has already started the procedure turn or base turn?","The departures can still be performed in any direction that diverges from the arrival runway centreline by at least 45°","The departures cannot be performed until the arriving aircraft intercepts the final approach track","The departures can still be performed in the same direction as the approach","The departures can still be performed in any direction that diverges from the arrival runway centreline by at least 15°","The departures can still be performed in any direction that diverges from the arrival runway centreline by at least 45°","Evionica"
"Air Traffic Services & Air Traffic Management – Part 3","010.07 Part 3 Q0045","What does essential traffic information include?","The conflicting aircraft's type","The conflicting aircraft's speed","The conflicting aircraft's type","The conflicting aircraft's flight rules","The conflicting aircraft's type","PDF"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0001","Which information should be transmitted to an arriving aircraft in the first place?","The approach type and the runway in use","The runway in use and the altimeter setting","The altimeter setting and the RVR","The altimeter setting, temperature and dew point","The approach type and the runway in use","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0002","Which information should be transmitted to an aircraft at the beginning of the final approach?","Surface wind data, any reported wind shear and turbulence information, and current visibility and RVR","Cloud base, QNH, and current visibility and RVR","Runway surface conditions, any reported wind shear and turbulence information, and QNH","Surface wind data, temperature and dew point, and QNH","Surface wind data, any reported wind shear and turbulence information, and current visibility and RVR","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0003","Which statement is true about a situation, in which the ATC has the wind data in form of wind components?","A change in the mean tailwind component of 2 kt is considered to be significant","A change in the mean headwind component of 5 kt is considered to be significant","A change in the mean headwind component of 15 kt is considered to be significant","A change in the mean crosswind component of 2 kt is considered to be significant","A change in the mean tailwind component of 2 kt is considered to be significant","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0004","Which statement is true concerning independent parallel approaches?","If independent parallel approaches are in use at an aerodrome, the two aircraft should be provided with the appropriate ILS/MLS frequencies of their respective runways as early as possible","If independent parallel approaches are in use at an aerodrome, radar vectoring should allow for the final approach track interception at an angle not greater than 20°","If independent parallel approaches are in use at an aerodrome, radar vectoring should allow for at least 4 NM of straight and level flight before the final approach track interception","If independent parallel approaches are in use at an aerodrome, radar vectoring should allow for at least 4 NM of straight and level flight on the final approach track, before glideslope interception","If independent parallel approaches are in use at an aerodrome, the two aircraft should be provided with the appropriate ILS/MLS frequencies of their respective runways as early as possible","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0005","What is the name of a zone of a minimum 610 m width, situated between the extended centrelines of two parallel runways, which has to be established to conduct independent parallel approaches?","No-Transgression Zone (NTZ)","Normal Operating Zone (NOZ)","Independent Parallel Zone (IPZ)","Final Operating Zone (FOZ)","No-Transgression Zone (NTZ)","Evionica"
"Air Traffic Services & Air Traffic Management – Part 4","010.07 Part 4 Q0006","What is the minimum distance between the extended runway centrelines that enables the independent parallel approaches to be conducted?","At least 1,035 m (3,400 ft)","At least 760 m (2,500 ft)","At least 1,500 m (5,000 ft)","At least 610 m (2,000 ft)","At least 1,035 m (3,400 ft)","Evionica"
